,songs_names,songs_ids,artists_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
8063,Good Golly Miss Molly - Remastered,5wJXbK6be3OUwZHrqEuuaD,Little Richard,0.57,0.863,7,-10.82,1,0.0526,0.581,0.00412,0.313,0.909,163.837
8064,"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,The Isley Brothers,0.489,0.866,10,-7.433,1,0.0933,0.753,0,0.876,0.416,138.63
8065,Come Go With Me,4IYyGIbMS5ZkxDXGfPIrXr,The Del-Vikings,0.566,0.534,5,-9.416,0,0.0409,0.713,0,0.0883,0.582,129.69
8066,You Belong To Me,3xZe0jFAwc3akvChOrPS7u,Jo Stafford,0.371,0.145,5,-14.587,1,0.0315,0.945,0,0.112,0.167,68.722
8067,Love Is Here To Stay - Remastered 1998,3YCbx1QqGrnxMsPEZLC1CT,Frank Sinatra,0.547,0.208,9,-13.458,1,0.0334,0.676,0,0.1,0.424,108.999
8068,Chances Are - Single Version,63NmQTtxQLHSRp7li6aAmP,Johnny Mathis,0.31,0.254,10,-12.2,1,0.0343,0.897,3.25E-06,0.107,0.296,77.512
8069,Whole Lot of Shakin' Going On,6wO13Xb3EdHUNixFOEJ0KV,Jerry Lee Lewis,0.377,0.626,0,-9.662,1,0.033,0.832,6.46E-05,0.188,0.678,161.468
8070,I'm a Fool to Want You,6Rvz1jM5eUqzNs2Pi8RMTG,Billie Holiday,0.244,0.233,9,-16.583,0,0.0413,0.695,0.00059,0.282,0.262,78.088
8071,That'll Be The Day,50RwvvEKX5Q7AZt8FTAwIF,Buddy Holly,0.536,0.637,2,-7.774,1,0.0343,0.467,0,0.0838,0.798,115.24
8072,Get a Job,21NhrNOfIoakyWISXUMkFN,The Silhouettes,0.625,0.425,7,-9.962,1,0.0359,0.652,0.000525,0.124,0.829,80.024
8073,It's All In The Game,65DHarvIY5nZ57ZcgTxx75,Tommy Edwards,0.546,0.167,3,-16.085,1,0.0308,0.845,0.0181,0.127,0.628,70.564
8074,Love Potion No.9,5WAPUAldIHRM28j5fUl1ak,The Clovers,0.734,0.59,7,-7.807,1,0.148,0.555,0,0.142,0.782,128.817
8075,My Funny Valentine,4l9hml2UCnxoNI3yCdL1BW,Chet Baker,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32
8076,Strange Fruit,1CTex49P0iWwzUGsMNjgaV,Billie Holiday,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827
8077,Let The Good Times Roll,2ePDfIXoP2HmC1hfsujb2J,Shirley & Lee,0.502,0.445,1,-9.562,1,0.0688,0.481,0,0.0823,0.939,140.988
8078,I'm A Man,55yFboSykwIU6EueKsNC4N,Bo Diddley,0.514,0.539,3,-15.628,1,0.0402,0.296,0,0.184,0.853,85.368
8079,It Doesn't Matter Anymore,7KGbqCYWaXdJxhsuilkcwF,Buddy Holly,0.665,0.179,7,-16.727,1,0.0367,0.806,0,0.189,0.856,115.203
8080,(‘Til) I Kissed You,1vVY5vd4kowd70TdTuEjfV,The Everly Brothers,0.58,0.356,10,-12.894,0,0.0387,0.338,0,0.335,0.7,140.647
8081,"Shake, Rattle And Roll - Single Version",2JoXjemDQe0fSmk26CpfrP,Bill Haley & His Comets,0.671,0.679,5,-11.237,1,0.142,0.159,0,0.158,0.82,166.722
8082,I Saw The Light - Single Version,675n4cfx308vwH0VBGqEOM,Hank Williams,0.349,0.265,7,-11.381,1,0.0324,0.95,0.000118,0.165,0.48,204.656
8083,Maybe,2xMAFTxwZ0w1twuyMZcYb7,The Chantels,0.489,0.415,10,-7.466,1,0.0268,0.751,0.000653,0.14,0.357,104.207
8084,Rama Lama Ding Dong (Original version 1958),3MfO2eMTwf5LLyMqjwGXLl,The Edsels,0.609,0.709,1,-7.056,1,0.0321,0.254,1.05E-05,0.106,0.949,122.465
8085,I'll Look Around,1wAURZCIA0k5RNwaJN3dH3,Billie Holiday,0.438,0.0865,0,-16.593,1,0.0334,0.98,5.74E-05,0.103,0.315,69.804
8086,Tennessee Waltz,7t8Tzd9FqVz2asFMCL0HpZ,Patti Page,0.468,0.171,5,-10.905,1,0.0303,0.957,3.74E-05,0.142,0.357,86.525
8087,Wake up Little Susie,11fNLqDB47gMKj7BHhR2Qr,The Everly Brothers,0.709,0.62,2,-9.382,1,0.034,0.318,0,0.0426,0.936,93.723
8088,Sh-Boom - Life Could Be A Dream - Sh-Boom,6dAG4jFPsR4zb2kRhYq3IA,The Crew Cuts,0.681,0.236,2,-12.223,0,0.0804,0.86,0,0.246,0.53,128.35
8089,Why Do Fools Fall In Love,6XAcmxPbCfMzLBvjBd2G0H,Frankie Lymon & The Teenagers,0.43,0.558,1,-6.549,1,0.0844,0.534,0.000507,0.0914,0.779,172.756
8090,Mess Around,7DJsL4jyXA39GDiHFQYQ0t,Ray Charles,0.565,0.962,8,-2.981,1,0.064,0.437,0,0.056,0.906,148.808
8091,"Hey, Good Lookin'",0F76EzCOmno4KJviO7iGNq,"Hank Williams,Drifting Cowboys",0.785,0.365,7,-9.963,1,0.0377,0.801,0,0.0662,0.913,141.167
8092,All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,Elvis Presley,0.624,0.468,10,-12.162,1,0.132,0.881,6.35E-06,0.144,0.952,74.139
8093,Misty,4uxsv9PjV3Yeyn51RdWvGJ,Johnny Mathis,0.216,0.267,8,-13.561,1,0.0351,0.876,2.70E-05,0.109,0.218,82.098
8094,Banana Boat (Day-O),4fHDlIntTsRGSyTg5UYZYC,Harry Belafonte,0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545
8095,Summertime,3ZR0us36Z8kgBXFMYkhugR,"Louis Armstrong,Ella Fitzgerald",0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,0.162,171.751
8096,Tears On My Pillow,2qiJyqDaLSlwmgvkid7UN7,"The Imperials,Little Anthony",0.43,0.329,0,-6.235,1,0.0258,0.883,3.41E-06,0.217,0.59,100.271
8097,"Come On, Let's Go",4cRfSR0QxDlXRHTKyEOu93,Ritchie Valens,0.616,0.724,9,-8.101,1,0.042,0.788,3.16E-06,0.128,0.809,81.402
8098,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,5bDVkMLsBJgNL3eejUhBKF,"Johnny Mathis,Ray Conniff",0.25,0.398,7,-9.495,0,0.0301,0.742,4.24E-06,0.0975,0.559,145.178
8099,There Goes My Baby - Single Version; 2019 Remaster,5Aqnf8w3OZG0RQIW90QGaP,The Drifters,0.4,0.681,6,-3.406,0,0.0327,0.514,0,0.625,0.635,63.996
8100,Be-Bop-A-Lula,0TMrV95mP7sDlvbE4iVfKP,Gene Vincent & His Blue Caps,0.607,0.561,9,-10.099,1,0.0425,0.421,0,0.298,0.841,127.638
8101,"The Theme From ""A Summer Place""",5hznMxKe11iqwcW8BFlNWZ,Percy Faith,0.311,0.455,0,-10.15,1,0.0311,0.27,0.919,0.47,0.845,186.162
8102,Little Bitty Pretty One,2yOXKIU9YtBSWjI3OA8tqj,Thurston Harris,0.706,0.883,8,1.085,1,0.24,0.777,2.06E-06,0.0562,0.887,88.351
8103,16 Candles,3Timk4Wy8wnJDCfq6O7YDW,"Johnny Maestro,The Crests",0.604,0.307,10,-10.832,1,0.0275,0.727,0,0.0932,0.604,114.009
8104,Passing Strangers,0S2QQT8Mi0DhbIn8k2fBWl,"Sarah Vaughan,Billy Eckstine",0.279,0.315,1,-10.539,1,0.0343,0.813,0,0.153,0.177,90.799
8105,Blue Moon,1pZn8AX1WulW8IO338hE5D,Billie Holiday,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866
8106,Maybellene,2bFZSvstZf6xX8h69F7Bvf,Chuck Berry,0.762,0.81,0,-10.395,1,0.0818,0.811,0,0.139,0.735,117.48
8107,Come Softly To Me,603N4XGJUTbK760GLCvIIs,The Fleetwoods,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975
8108,Cry Me A River,4ydtQJImyQg6UDFFZBzgxp,Dinah Washington,0.26,0.205,5,-16.618,0,0.0312,0.821,0.00102,0.074,0.313,99.912
8109,Keep A Knockin,5n5h1rwx8arEaRureuyNeS,Little Richard,0.335,0.926,8,-8.763,1,0.0958,0.0266,3.13E-06,0.0696,0.948,170.467
8110,Earth Angel (Will You Be Mine),7fWo4TRloCEOl12sMX2sNq,The Penguins,0.513,0.137,8,-15.146,1,0.0309,0.957,0,0.102,0.424,73.24
8111,Dream Lover,1KLpjQFgubHI3GkAICCNH3,Bobby Darin,0.526,0.774,5,-1.692,1,0.0459,0.715,0,0.437,0.715,131.715
8112,I've Got The World On A String,4tsUpfcr6bSM4PIIFQGkQF,Frank Sinatra,0.569,0.372,2,-7.022,1,0.0515,0.809,0,0.3,0.5,123.411
8113,Twilight Time,1tu5rCtK0jCLMeoWCYnttf,The Platters,0.408,0.366,9,-10.434,1,0.0296,0.869,0,0.267,0.294,77.711
8114,Rock And Roll Music,0VDUNaQP6tcM5ZzfcgNLmL,Chuck Berry,0.524,0.785,8,-6.118,1,0.0467,0.44,0.00125,0.0565,0.914,165.799
8115,That's Amore,3x6wVKXfCm85Pw7gYo0rqq,"Dean Martin,Dick Stabile And His Orchestra",0.407,0.17,10,-13.409,1,0.0341,0.76,0,0.0737,0.577,124.047
8116,Friday I'm In Love,4QlzkaRHtU8gAdwqjWmO8n,The Cure,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205
8117,Tender,42cxPm9jgbaxIVN77XA1m6,Blur,0.587,0.566,9,-9.932,1,0.0276,0.47,0,0.0644,0.529,76.054
8118,1979 - Remastered 2012,5QLHGv0DfpeXLNFo7SFEy1,The Smashing Pumpkins,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
8119,The Boy With the Arab Strap,5GPPI3rnZDptLYRN4vTUoZ,Belle & Sebastian,0.577,0.828,7,-9.805,1,0.0556,0.358,0.013,0.0683,0.706,142.365
8120,Babies,1pUNeXXcmAJOyK6TiVL49n,Pulp,0.299,0.818,2,-7.942,1,0.0649,0.113,2.46E-06,0.0827,0.604,156.193
8121,Motorcycle Emptiness,5ibELGcXGqX5x9TWFeNPxY,Manic Street Preachers,0.522,0.799,4,-3.641,1,0.0301,8.38E-06,0.0659,0.174,0.196,112.448
8122,Movin' on Up,4vb5W8R6XHysd5oKSNUx8j,Primal Scream,0.525,0.921,5,-5.7,1,0.0361,0.102,0.00111,0.07,0.493,94.274
8123,Waltz #2 (XO),5AMrnF761nziCWUfjBgRUI,Elliott Smith,0.633,0.49,10,-7.668,1,0.0255,0.395,6.92E-05,0.0886,0.66,132.178
8124,Grace,113VT0dXCsqDAAfe8JQ2xm,Jeff Buckley,0.546,0.865,2,-5.704,1,0.0455,0.113,3.08E-05,0.246,0.239,128.014
8125,Common People,0LEoCPq4QlV2h41Fm5ENJ3,Pulp,0.319,0.839,0,-7.341,1,0.0404,0.00596,7.99E-05,0.0764,0.538,144.938
8126,Malibu,5bVOX6eyHsML2sB4aMlZEi,Hole,0.528,0.904,2,-5.854,1,0.0343,0.000833,0,0.174,0.678,122.372
8127,Dry The Rain (Remaster),3soLwFvqNYT90pZHSZhmK2,The Beta Band,0.593,0.693,4,-8.576,1,0.0305,0.0283,0.084,0.172,0.749,150.489
8128,Into My Arms,0dDDB5Y0USPabzqBmajLJr,Nick Cave & The Bad Seeds,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163
8129,There She Goes,4c6vZqYHFur11FbWATIJ9P,The La's,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777
8130,Where Is My Mind?,6mcxQ1Y3uQRU0IHsvdNLH1,Pixies,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88
8131,The Universal,0qmCWYu7hOvriyuqXfPw7I,Blur,0.317,0.571,9,-7.669,1,0.0283,0.158,2.95E-06,0.0848,0.234,163.036
8132,Love Spreads,1vW6lAtewJNs7oezT8wDQd,The Stone Roses,0.417,0.877,2,-8.422,1,0.0495,0.00258,0.00165,0.398,0.593,91.578
8133,Linger,1aLNpg2kKvUncflV8xE5AA,The Cranberries,0.438,0.428,7,-14.861,1,0.0263,0.0841,4.63E-05,0.138,0.209,94.864
8134,Do You Remember The First Time?,3rhITD3Q7qlOMCebBTHL8N,Pulp,0.401,0.879,7,-7.011,0,0.0508,0.0418,0,0.187,0.212,131.901
8135,Karma Police,3SVAN3BRByDmHOhKyIDxfC,Radiohead,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22E-05,0.172,0.317,74.807
8136,Man On The Moon,4jLv3tDBu8ww2R07DvL12s,R.E.M.,0.667,0.699,7,-7.574,1,0.026,0.42,0.000442,0.201,0.655,118.567
8137,Loaded - Edit,6CInKVeUjxZYpTLd177d0S,Primal Scream,0.67,0.716,8,-8.097,1,0.0656,0.000318,0.477,0.107,0.777,91.136
8138,Race For The Prize,0XczuPchMUnMpsLvHOsg9Y,The Flaming Lips,0.37,0.946,0,-3.849,1,0.0765,0.000206,0.0204,0.315,0.387,130.556
8139,Novocaine For The Soul,4uPi47C1WcnhIbvCx4zCu6,Eels,0.409,0.717,6,-7.75,1,0.0395,0.000578,0.0632,0.0827,0.311,169.212
8140,Regret - 2015 Remaster,1UVll7jjUlqSGxCZ6uXVaD,New Order,0.506,0.931,5,-5.635,1,0.0305,0.00146,0.0227,0.27,0.865,129.568
8141,Just,4SE81CrzH0qPA8KHqM9Syz,Radiohead,0.291,0.767,7,-6.913,0,0.0862,0.000401,0.0119,0.0763,0.358,175.699
8142,Something Changed,05FgZdqxXg40X0WG8MmWMA,Pulp,0.537,0.675,7,-8.332,1,0.0309,0.0226,0.0188,0.355,0.384,120.543
8143,The Only One I Know,17hdos7cv1vAvcfoTU4Pym,The Charlatans,0.543,0.572,5,-13.124,1,0.0317,0.0685,0.00119,0.0823,0.533,113.312
8144,Laid,3PJqVKBvamWgzODoRwqZGm,James,0.488,0.968,0,-5.705,1,0.0375,0.0207,0.000124,0.148,0.584,116.223
8145,Kelly's Heroes,0z9XPPcA8CC9vnEn4F83If,Black Grape,0.631,0.933,7,-5.152,1,0.0577,0.000532,0.0021,0.0843,0.842,119.679
8146,Let Forever Be,3m1JFLpKLYgMi1jf6Bu16P,The Chemical Brothers,0.252,0.872,8,-3.752,1,0.0777,0.00912,8.79E-06,0.109,0.399,126.938
8147,Mrs. Robinson - Remastered,5EugXICXL06waHgP4iTI58,The Lemonheads,0.494,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543
8148,Goddess On A Hiway - Remastered,1ddq4weEupa9Mh4SH1ruIY,Mercury Rev,0.467,0.761,9,-5.893,1,0.0386,0.0186,1.25E-06,0.0666,0.257,145.241
8149,No Surprises,1bSpwPhAxZwlR2enJJsv7U,Radiohead,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426
8150,The Wild Ones (Remastered),10hLkl5k0NjO7QAJvoVzIy,Suede,0.449,0.56,3,-8.907,1,0.0268,0.55,0.000111,0.0536,0.351,84.689
8151,No Rain,6txWz9UapYHVxEd7dDIHXT,Blind Melon,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117
8152,Lazy Line Painter Jane,0303qZHRLFhKkOgO80toX9,"Belle & Sebastian,Monica Queen",0.343,0.747,6,-5.73,1,0.0632,0.127,9.61E-06,0.31,0.237,125.389
8153,Beetlebum - 2012 Remaster,4OHVCeQYPncEwZOtNAJZZx,Blur,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734
8154,A Letter To Elise,7mEGddVRDdESAibWOnbXoA,The Cure,0.53,0.592,9,-13.444,1,0.0309,0.189,0.00174,0.198,0.795,150.224
8155,Cannonball,11nv53N7ZnNTCgyl8yxvYd,The Breeders,0.506,0.761,3,-9.765,1,0.0404,0.00938,0.782,0.298,0.745,112.511
8156,Slight Return,3ATIyi8OsM5ciO0CDd2iCs,The Bluetones,0.426,0.878,2,-8.274,1,0.0388,0.0237,0.000118,0.173,0.65,102.818
8157,Autumn Sweater,4R7kumtHnf5SsKyPYrVO5r,Yo La Tengo,0.628,0.455,7,-12.436,1,0.0427,0.141,0.693,0.135,0.858,102.09
8158,Olympian,0w3xM9vQtoAn05Iqf7MyGb,Gene,0.318,0.518,4,-10.137,1,0.0307,0.0135,0.00107,0.114,0.479,186.711
8159,Susan's House,6DJGcxLJlkK7egBtb8iu8o,Eels,0.736,0.439,3,-11.845,1,0.0396,0.222,0.218,0.31,0.432,80.493
8160,Here's Where The Story Ends,4SPi5Pl7aAtauFsH9Lk5LB,The Sundays,0.62,0.593,7,-10.985,1,0.0281,0.294,0,0.0749,0.833,109.044
8161,Vapour Trail,5gLZDzJ4mIWUtYbSWF5sXn,Ride,0.396,0.79,4,-6.182,1,0.0306,0.000674,0.798,0.092,0.461,107.524
8162,Bitter Sweet Symphony,5yEPxDjbbzUzyauGtnmVEC,The Verve,0.389,0.889,9,-6.546,1,0.0442,0.0415,0,0.463,0.524,171.121
8163,Live Forever,0ZyrgDl8C0Cq9Gt3nPxqvd,Oasis,0.263,0.778,9,-5.418,0,0.0334,1.23E-05,7.64E-06,0.375,0.203,90.512
8164,Patio Song,6fNg0XJSCq1Dn8GEtoDxbB,Gorky's Zygotic Mynci,0.338,0.556,1,-7.957,1,0.0364,0.5,0,0.103,0.443,117.821
8165,Girl From Mars,1JYs5OOgeW1jAOaiiLlJdx,Ash,0.236,0.797,9,-6.949,1,0.0447,0.0186,0,0.11,0.477,154.336
8166,Hit,08o1UvE9Jp18ZfGg5NiCnm,The Sugarcubes,0.541,0.877,0,-8.988,1,0.0372,0.0494,0.00126,0.129,0.934,108.378
8167,Alive,1L94M3KIu7QluZe63g64rv,Pearl Jam,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009
8168,It's A Shame About Ray,4AzgZff7Jp0zfKljrPWz15,The Lemonheads,0.645,0.792,9,-8.671,1,0.0304,0.00164,0.000126,0.0799,0.705,131.388
8169,A Design for Life - Remastered,0uJyE3M3ecGZgzltsQKs3a,Manic Street Preachers,0.184,0.841,0,-4.723,1,0.0468,0.000827,4.34E-05,0.0422,0.348,88.225
8170,Cherry-coloured Funk,6sVQNUvcVFTXvlk3ec0ngd,Cocteau Twins,0.377,0.65,2,-5.902,1,0.029,0.00174,5.75E-05,0.107,0.365,180.074
8171,Sparky's Dream,1yRvKs56kf5QzWelHfKAS8,Teenage Fanclub,0.473,0.96,4,-6.444,0,0.0766,0.003,0.000374,0.346,0.301,124.867
8172,The Drugs Don't Work,2KArbNRAnfGcnZ1gSYhVy5,The Verve,0.44,0.498,0,-9.788,1,0.0264,0.229,0,0.173,0.157,77.368
8173,Disco 2000,2aC8wwfrM0YeTAzzk8hxqC,Pulp,0.565,0.902,7,-7.579,0,0.0725,0.0132,0,0.0561,0.544,133.11
8174,Loser,5PntSbMHC1ud6Vvl8x56qd,Beck,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387
8175,Corpses In Their Mouths,3kkDPzmtGVHhmedF3v9k7v,Ian Brown,0.779,0.529,10,-12.243,0,0.0382,0.00557,0.0943,0.11,0.917,108.804
8176,Born Of Frustration,7LbvpO06tNJzVpbbj96puU,James,0.522,0.93,10,-4.241,1,0.0437,0.0356,1.04E-06,0.522,0.291,111.011
8177,Last Stop: This Town,5tqDIPhoNziW5ew3u4gwdS,Eels,0.65,0.729,4,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706
8178,Shiny Happy People,1v2zyAJrChw5JnfafSkwkJ,R.E.M.,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623
8179,Teardrop,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997
8180,Yes - Full Version,6joAGL5IuD66Qgcz049ObW,McAlmont & Butler,0.422,0.776,5,-7.127,1,0.0381,0.0244,0,0.143,0.405,109.796
8181,Creep,6b2oQwSGFkzsMtQruIWm2p,Radiohead,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841
8182,Lost Myself,4OAWwm87TNnCqWx1YBFhTH,Longpigs,0.332,0.655,9,-6.731,1,0.0372,0.0251,0.000115,0.12,0.293,146.376
8183,Sleep on the Left Side,3LnQgPB7vk10dMauhjUkLp,Cornershop,0.722,0.489,7,-7.967,1,0.0299,0.183,0.572,0.0881,0.432,91.998
8184,Twisterella - 2001 Remaster,5Aap5YVJvxkUSv0vf70GPh,Ride,0.407,0.936,4,-4.329,1,0.0517,0.000384,0.644,0.135,0.735,135.469
8185,All I Need (feat. Beth Hirsch),7jOM0KIKgIppqIEvEjixaj,"Air,Beth Hirsch",0.327,0.425,7,-11.577,0,0.027,0.878,0.000873,0.18,0.165,93.946
8186,Velouria,74zx7Xg9U6e5zE1titeKU5,Pixies,0.485,0.645,6,-12.574,1,0.0318,0.00143,0.207,0.094,0.556,124.627
8187,Opus 40 - Remastered,12r8PUOuD8ZYnX9xZFKFHZ,Mercury Rev,0.356,0.74,5,-7.335,0,0.0363,0.0157,1.73E-05,0.114,0.182,133.292
8188,Black Hole Sun,7fURZRPkB2S70sYR1naKTK,Soundgarden,0.361,0.728,6,-8.519,1,0.0368,0.000291,0.000112,0.0701,0.155,105.768
8189,Country House - 2012 Remaster,6L4fEE9awoUnSEy1bmQebb,Blur,0.331,0.885,9,-6.606,1,0.0924,0.205,0,0.123,0.589,175.294
8190,Buddy Holly,5XkVQZWvsVwedk0Jv54SVH,Weezer,0.536,0.932,8,-4.11,1,0.0436,0.00483,2.02E-05,0.105,0.755,121.004
8191,She Said,5J7l2wE9wxqod7xIP0jyAB,Longpigs,0.21,0.87,5,-5.985,1,0.0606,0.000147,0.000488,0.188,0.517,168.352
8192,Chasing Rainbows,5l6ab2amq8jjuNqaxFsVrl,Shed Seven,0.202,0.853,4,-6.326,1,0.0475,0.0245,9.50E-05,0.143,0.37,100.625
8193,Good to Be on the Road Back Home Again,6est1Q03Q4hJLkrFilZ9gk,Cornershop,0.705,0.735,9,-6.104,1,0.0259,0.415,0.000424,0.104,0.484,106.042
8194,Birdhouse in Your Soul,6pmuu4qSz2WrtGkBjUfyuz,They Might Be Giants,0.61,0.819,8,-8.323,1,0.0666,0.00381,7.92E-06,0.285,0.454,100.057
8195,Unfinished Sympathy,10CiC7n8xCJJpbNcBpHsXc,Massive Attack,0.588,0.889,7,-5.608,1,0.0314,0.0142,0.133,0.514,0.698,114.399
8196,Heart Of Glass [24-Bit Digitally Remastered 01] - Remastered 2001,5XJ1J9QPxaOzdpkGxKU4lA,Blondie,0.662,0.633,9,-7.793,1,0.0433,0.0078,0.0233,0.0689,0.657,115.007
8197,Just like Heaven,76GlO5H5RT6g7y0gev86Nk,The Cure,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16E-05,0.185,0.764,151.219
8198,Love Will Tear Us Apart,2JO3HwMRPeya8bXbtbyPcf,Joy Division,0.443,0.956,2,-6.198,1,0.0511,5.24E-05,0.825,0.135,0.909,146.754
8199,How Soon Is Now? - 2011 Remaster,1YrnDTqvcnUKxAIeXyaEmU,The Smiths,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818
8200,Psycho Killer - 2005 Remaster,1i6N76fftMZhijOzFQ5ZtL,Talking Heads,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118
8201,Making Plans For Nigel,1XT5kxg6Tk0ukCO2vBQN4v,XTC,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24E-06,0.0741,0.773,149.97
8202,Boys Don't Cry - Single Version,4dneV7C1yDt9UtyxrQY375,The Cure,0.465,0.841,11,-5.767,0,0.0634,0.00486,0,0.109,0.689,168.743
8203,The Passenger,6EZDbjz2X5XzgIZCtbsrXh,Siouxsie and the Banshees,0.457,0.93,2,-4.544,0,0.0673,0.0309,6.27E-05,0.135,0.294,139.819
8204,This Is the Day,3FjYAj4hg5KiXpVAMjpLKq,The The,0.561,0.871,10,-4.5,1,0.0531,0.0149,0.000443,0.0694,0.539,141.638
8205,There Is a Light That Never Goes Out - 2011 Remaster,0WQiDwKJclirSYG9v5tayI,The Smiths,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162
8206,This Must Be the Place (Naive Melody) - 2005 Remaster,6aBUnkXuCEQQHAlTokv9or,Talking Heads,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443
8207,Disorder - 2007 Remaster,38wCbVfMreML5ZhF5iQuKA,Joy Division,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696
8208,Blue Monday - 2016 Remaster,1RSy7B2vfPi84N80QJ6frX,New Order,0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27
8209,Friday I'm in Love,263aNAQCeFSWipk896byo6,The Cure,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203
8210,Ghost Town,1RljBZBY72HYDW3NV5Srlq,The Specials,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
8211,Save It For Later,5rBOBI3INEw0u0rwNNGib5,The English Beat,0.624,0.719,2,-9.87,1,0.0278,0.0307,0.0489,0.322,0.724,129.552
8212,Pump It Up,0JgMHia55MBfhfqZIRi3kF,Elvis Costello & The Attractions,0.644,0.814,11,-6.036,1,0.0385,0.00933,0.000617,0.107,0.965,138.999
8213,Burning Down the House,2VNfJpwdEQBLyXajaa6LWT,Talking Heads,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689
8214,This Charming Man - 2011 Remaster,1FvDJ9KGxcqwv1utyPL3JZ,The Smiths,0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912
8215,Roxanne - Remastered 2003,0SYRVn2YF7HBscQEmlkpTI,The Police,0.608,0.746,0,-8.851,1,0.354,0.026,2.39E-06,0.043,0.745,134.03
8216,Rise,6u91CCTziobh3twCDMBlEk,Public Image Ltd.,0.526,0.873,0,-5.28,1,0.0754,0.00795,7.36E-06,0.339,0.629,86.313
8217,Echo Beach,49wHCjiu34kM3VRgumQ1tJ,Martha and the Muffins,0.54,0.746,7,-9.412,1,0.045,0.13,8.73E-06,0.0976,0.826,163.809
8218,Town Called Malice,0gdmDP6xy3ZV7JNoHWAN9k,The Jam,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774
8219,Damaged Goods - Remastered,2iQvYaOlUcuVgczMtRvAcV,Gang Of Four,0.75,0.796,0,-5.952,1,0.116,0.0155,0.0115,0.106,0.96,157.545
8220,Mirror In the Bathroom,3LUhdkixxrrqv3nfNfkINe,The English Beat,0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199
8221,Every Little Thing She Does Is Magic - Remastered 2003,5pDmunv6G71w7NSjOPXbYw,The Police,0.535,0.745,2,-10.123,1,0.0335,0.127,0.0792,0.179,0.376,163.913
8222,Love My Way,4dk40nfaQav6b4ZsJ9OYUo,The Psychedelic Furs,0.637,0.85,0,-5.054,1,0.0351,0.0048,0.000179,0.152,0.52,126.106
8223,Call Me,4qO03RMQm88DdpTJcxlglY,Blondie,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669
